Golden6B06.stat	.9013
Golden1B10.stat	.9824
Golden6E07.stat	.9084
Golden6C07.stat	.9111
Golden6D08.stat	.8698
Golden6A09.stat	.0975
Golden6E08.stat	.8910
Golden6B07.stat	.1662
Golden6B08.stat	.9103
Golden1D09.stat	.9840
Golden1E08.stat	.9842
Golden6F08.stat	.8968
Golden6A07.stat	.1713
Golden1B12.stat	.9841
Golden1D11.stat	.9845
Golden1A10.stat	.9848
Golden1D10.stat	.9847
Golden1A11.stat	.9840
Golden1D08.stat	.1250
Golden6D09.stat	.1020
Golden1C12.stat	.9847
Golden6H06.stat	.1714
Golden6F06.stat	.1730
Golden6A08.stat	.9106
Golden6G07.stat	.9117
Golden6D07.stat	.9101
Golden1D07.stat	.9821
Golden1B08.stat	.9832
Golden1C10.stat	.9842
Golden1C07.stat	.1384
Golden1C09.stat	.9762
Golden1G10.stat	.9846
Golden6H08.stat	.0884
Golden1A08.stat	.1250
Golden1B07.stat	.1267
Golden6E06.stat	.9080
Golden1A12.stat	.9836
Golden1B11.stat	.9842
Golden1E07.stat	.1247
Golden1G11.stat	.9847
Golden6C08.stat	.8633
Golden6G08.stat	.8380
Golden1H08.stat	.9843
Golden6F07.stat	.9112
Golden1H12.stat	.9839
Golden1C11.stat	.9823
Golden6B09.stat	.1059
Golden6A06.stat	.9034
Golden6G03.stat	.9851
Golden6H04.stat	.9099
Golden6H03.stat	.9849
Golden6F05.stat	.9101
Golden1F09.stat	.9843
Golden6H02.stat	.9832
Golden1H10.stat	.9845
Golden6C09.stat	.0930
Golden6C06.stat	.8904
Golden1C08.stat	.1240
Golden1F12.stat	.9846
Golden1F10.stat	.9829
Golden1E10.stat	.9843
Golden1H07.stat	.1222
Golden1G07.stat	.1246
Golden6A01.stat	.9847
Golden1E09.stat	.9839
Golden1A07.stat	.9799
Golden3A08.stat	.9843
Golden6D06.stat	.9114
Golden1G08.stat	.9841
Golden1G09.stat	.9839
Golden6C01.stat	.9794
Golden6E04.stat	.9850
Golden6A02.stat	.9779
Golden6B02.stat	.9816
Golden6B01.stat	.9843
Golden6D03.stat	.9606
Golden6D01.stat	.9842
Golden1D12.stat	.9846
Golden6F04.stat	.9849
Golden1A09.stat	.9132
Golden6C03.stat	.9815
Golden6E03.stat	.9837
Golden6H07.stat	.9031
Golden1G12.stat	.9842
Golden6E02.stat	.9839
Golden1B09.stat	.9843
Golden6C02.stat	.9839
Golden6C04.stat	.9846
Golden6D02.stat	.9775
Golden6G02.stat	.9845
Golden1F08.stat	.9847
Golden6F03.stat	.9833
Golden6D05.stat	.9107
Golden6C05.stat	.9106
Golden1H11.stat	.9800
Golden3A07.stat	.9843
Golden1H09.stat	.9838
Golden6G01.stat	.9824
Golden6B03.stat	.9817
Golden6G06.stat	.1667
Golden6F02.stat	.9775
Golden6H05.stat	.9115
Golden6A05.stat	.9103
Golden1F11.stat	.9845
Golden6H01.stat	.9849
Golden6F01.stat	.9838
Golden6D04.stat	.9845
Golden6E01.stat	.9841
Golden6B05.stat	.9105
Golden6G05.stat	.9109
Golden6A03.stat	.9845
Golden6B04.stat	.9852
Golden3A10.stat	.9846
Golden3B07.stat	.9848
Golden3A12.stat	.9845
Golden3B10.stat	.9849
Golden3A11.stat	.9850
Golden4B06.stat	.9847
Golden4D01.stat	.9841
Golden4A03.stat	.9845
Golden3H11.stat	.9848
Golden3E12.stat	.9846
Golden3D11.stat	.9844
Golden3H12.stat	.9848
Golden4A01.stat	.9848
Golden3F09.stat	.9852
Golden4D05.stat	.9848
Golden3C11.stat	.9849
Golden3F11.stat	.9851
Golden3G10.stat	.9845
Golden4D06.stat	.9851
Golden3G12.stat	.9846
Golden4A05.stat	.9842
Golden4D03.stat	.9845
Golden4D04.stat	.9843
Golden3D07.stat	.9842
Golden3E07.stat	.9845
Golden4C06.stat	.9847
Golden3G11.stat	.9849
Golden4B05.stat	.9845
Golden4C01.stat	.9845
Golden6E05.stat	.9128
Golden1F07.stat	.1258
Golden3B08.stat	.9843
Golden1E11.stat	.9839
Golden4H06.stat	.9846
Golden4H04.stat	.9844
Golden4H05.stat	.9851
Golden4H03.stat	.9844
Golden6A04.stat	.9620
Golden4E01.stat	.9847
Golden1E12.stat	.9842
Golden4F06.stat	.9846
Golden4E02.stat	.9851
Golden3D12.stat	.9846
Golden4E04.stat	.9841
Golden4A06.stat	.9844
Golden4H01.stat	.9849
Golden3D10.stat	.9847
Golden5A05.stat	.9854
Golden5B04.stat	.9850
Golden5A04.stat	.9846
Golden4G02.stat	.9848
Golden5B02.stat	.9850
Golden4G03.stat	.9847
Golden5D02.stat	.9854
Golden5D03.stat	.9848
Golden4F01.stat	.9848
Golden4E05.stat	.9843
Golden3C08.stat	.9847
Golden5D06.stat	.9850
Golden3C10.stat	.9847
Golden3E09.stat	.9849
Golden5E02.stat	.9849
Golden3F07.stat	.9842
Golden5E03.stat	.9852
Golden4A02.stat	.9848
Golden5E04.stat	.9851
Golden3H08.stat	.9848
Golden5F01.stat	.9847
Golden5D05.stat	.9848
Golden5F03.stat	.9847
Golden4A04.stat	.9842
Golden3F12.stat	.9852
Golden3G07.stat	.9848
Golden4C05.stat	.9846
Golden5G06.stat	.9847
Golden5F06.stat	.9848
Golden3E11.stat	.9847
Golden4C03.stat	.9838
Golden4C04.stat	.9840
Golden4C02.stat	.9848
Golden5G02.stat	.9852
Golden3C07.stat	.9847
Golden6G04.stat	.9113
Golden3A09.stat	.9845
Golden3B11.stat	.9849
Golden3B09.stat	.9841
Golden3C09.stat	.9849
Golden5H04.stat	.9852
Golden3C12.stat	.9849
Golden3D09.stat	.9847
Golden2A09.stat	.9844
Golden2C10.stat	.9850
Golden2B10.stat	.9850
Golden3D08.stat	.9850
Golden3E08.stat	.9849
Golden3F10.stat	.9855
Golden3G09.stat	.9848
Golden3B12.stat	.9845
Golden3H07.stat	.9844
Golden3E10.stat	.9845
Golden3F08.stat	.9846
Golden4B02.stat	.9849
Golden4B03.stat	.9845
Golden4B04.stat	.9845
Golden3H10.stat	.9831
Golden4B01.stat	.9848
Golden4D02.stat	.9844
Golden3G08.stat	.9851
Golden2D10.stat	.9846
Golden2D11.stat	.9843
Golden2C08.stat	.9849
Golden2B09.stat	.9849
Golden2D12.stat	.9851
Golden2D07.stat	.9846
Golden2C12.stat	.9851
Golden2C09.stat	.9851
Golden2B07.stat	.9849
Golden5G05.stat	.9851
Golden2A10.stat	.9844
Golden2G08.stat	.9845
Golden2B12.stat	.9848
Golden2F10.stat	.9846
Golden2A07.stat	.9845
Golden2F08.stat	.9846
Golden2F12.stat	.9852
Golden5H01.stat	.9846
Golden2B08.stat	.9845
Golden5F04.stat	.9853
Golden2A08.stat	.9848
Golden5H05.stat	.9854
Golden5G03.stat	.9857
Golden2A12.stat	.9848
Golden2F11.stat	.9851
Golden2F07.stat	.9846
Golden5G01.stat	.9845
Golden5F02.stat	.9839
Golden5H02.stat	.9841
Golden5G04.stat	.9849
