Golden5F05.stat	.9852
Golden2D09.stat	.9853
Golden3B02.stat	.9862
Golden5A01.stat	.9845
Golden5E06.stat	.9848
Golden2G07.stat	.9843
Golden5B06.stat	.9845
Golden5E05.stat	.9850
Golden5D04.stat	.9848
Golden2G12.stat	.9843
Golden5D01.stat	.9837
Golden5B05.stat	.9838
Golden5C06.stat	.9848
Golden5C05.stat	.9847
Golden5E01.stat	.9826
Golden4F02.stat	.9849
Golden4F05.stat	.9846
Golden4E06.stat	.9845
Golden4G06.stat	.9852
Golden5A03.stat	.9853
Golden3H09.stat	.9847
Golden5C04.stat	.9841
Golden4E03.stat	.9848
Golden4G01.stat	.9847
Golden4F04.stat	.9845
Golden5C03.stat	.9852
Golden3C03.stat	.9847
Golden3C04.stat	.9844
Golden5C02.stat	.9839
Golden5B03.stat	.9847
Golden4G04.stat	.9846
Golden5A02.stat	.9843
Golden4G05.stat	.9845
Golden5C01.stat	.9841
Golden3F04.stat	.9849
Golden3A06.stat	.9845
Golden4H02.stat	.9845
Golden3E02.stat	.9852
Golden3F01.stat	.9848
Golden3B06.stat	.9842
Golden4A11.stat	.9849
Golden3F06.stat	.9846
Golden3H04.stat	.9851
Golden3D06.stat	.9840
Golden5B01.stat	.9835
Golden3E06.stat	.9848
Golden5A06.stat	.9850
Golden4F03.stat	.9846
Golden3D05.stat	.9852
Golden3E01.stat	.9849
Golden4B09.stat	.9846
Golden3H03.stat	.9849
Golden3F05.stat	.9837
Golden3E04.stat	.9847
Golden3E03.stat	.9849
Golden3D04.stat	.9847
Golden4A10.stat	.9847
Golden3F02.stat	.9854
Golden3H05.stat	.9845
Golden3D01.stat	.9849
Golden3F03.stat	.9845
Golden4A08.stat	.9844
Golden3G06.stat	.9852
Golden4B12.stat	.9850
Golden4C08.stat	.9847
Golden3G02.stat	.9850
Golden4C11.stat	.9844
Golden3B03.stat	.9843
Golden3G05.stat	.9847
Golden4B08.stat	.9847
Golden4C10.stat	.9849
Golden4F07.stat	.9845
Golden4F09.stat	.9846
Golden4F12.stat	.0172
Golden4E11.stat	.9839
Golden4G07.stat	.9850
Golden4G10.stat	.9787
Golden3D02.stat	.9850
Golden3B01.stat	.9844
Golden3C05.stat	.9847
Golden3G03.stat	.9853
Golden3C02.stat	.9850
Golden3C01.stat	.9851
Golden4G11.stat	.9840
Golden4H08.stat	.9848
Golden4H10.stat	.9845
Golden3E05.stat	.9848
Golden3C06.stat	.9853
Golden4H09.stat	.9836
Golden3B05.stat	.9839
Golden4F08.stat	.9846
Golden4E10.stat	.9844
Golden3G04.stat	.9844
Golden4C12.stat	.9834
Golden1A01.stat	.9847
Golden1A03.stat	.9834
Golden4B10.stat	.9850
Golden4E09.stat	.9836
Golden1C03.stat	.9846
Golden1D03.stat	.9840
Golden1C05.stat	.9843
Golden1B04.stat	.9845
Golden2H11.stat	.9846
Golden1C06.stat	.9826
Golden3B04.stat	.9847
Golden3A04.stat	.9848
Golden2H10.stat	.9846
Golden1E03.stat	.9552
Golden1D02.stat	.9843
Golden2G10.stat	.1041
Golden1E04.stat	.9840
Golden1E05.stat	.9838
Golden1E06.stat	.1334
Golden1F01.stat	.9841
Golden1D05.stat	.9846
Golden1F04.stat	.9838
Golden1F05.stat	.9846
Golden1F06.stat	.9843
Golden4H11.stat	.9336
Golden1G01.stat	.9849
Golden1G05.stat	.1334
Golden3A01.stat	.9850
Golden1G06.stat	.1373
Golden2A11.stat	.9848
Golden3A05.stat	.9845
Golden1H02.stat	.9839
Golden1H01.stat	.9836
Golden1H05.stat	.1346
Golden1H03.stat	.9787
Golden1H04.stat	.9845
Golden2H09.stat	.9846
Golden3A03.stat	.9838
Golden2C11.stat	.9843
Golden5A07.stat	.9850
Golden5A09.stat	.9852
Golden5A10.stat	.9849
Golden2H12.stat	.9838
Golden2H08.stat	.9850
Golden2E12.stat	.9841
Golden3A02.stat	.9845
Golden2E11.stat	.9847
Golden5H06.stat	.9855
Golden2G11.stat	.9845
Golden1G02.stat	.9825
Golden4H12.stat	.9832
Golden1B03.stat	.9783
Golden2G09.stat	.9858
Golden1B02.stat	.9846
Golden4D10.stat	.9846
Golden5B07.stat	.9857
Golden1A06.stat	.1325
Golden1H06.stat	.1286
Golden5B11.stat	.9843
Golden5B08.stat	.9846
Golden5A12.stat	.9842
Golden5C09.stat	.9847
Golden5D07.stat	.9847
Golden1B05.stat	.9842
Golden5C10.stat	.9846
Golden4D11.stat	.9843
Golden5D09.stat	.9849
Golden5C11.stat	.9847
Golden5D08.stat	.9852
Golden1B06.stat	.1392
Golden5C08.stat	.9845
Golden5D10.stat	.9850
Golden5D12.stat	.9849
Golden5E07.stat	.9851
Golden5E12.stat	.9844
Golden5F08.stat	.9848
Golden5F07.stat	.9856
Golden1D01.stat	.9680
Golden2H07.stat	.9849
Golden2F09.stat	.9849
Golden2B11.stat	.9841
Golden2E09.stat	.9847
Golden2C07.stat	.9850
Golden5H03.stat	.9851
Golden5G09.stat	.9849
Golden2D08.stat	.9800
Golden2E07.stat	.9850
Golden2E10.stat	.9849
Golden2E08.stat	.9848
Golden5H07.stat	.9848
Golden5H09.stat	.9850
Golden5G07.stat	.9849
Golden5E10.stat	.9846
Golden2A02.stat	.9851
Golden5H12.stat	.9817
Golden5E09.stat	.9846
Golden2A03.stat	.9839
Golden5G08.stat	.9855
Golden1C01.stat	.9846
Golden5H10.stat	.9842
Golden2B02.stat	.9843
Golden2A04.stat	.9855
Golden1C04.stat	.9848
Golden5G11.stat	.9849
Golden2B05.stat	.9841
Golden5E08.stat	.9847
Golden1G03.stat	.9853
Golden5H11.stat	.9840
Golden2A01.stat	.9830
Golden1E01.stat	.9787
Golden2D01.stat	.9839
Golden1C02.stat	.9845
Golden5G12.stat	.9843
Golden2B03.stat	.9847
Golden5B10.stat	.9845
Golden5F10.stat	.9842
Golden5G10.stat	.9844
Golden2D04.stat	.9847
Golden2E02.stat	.9848
Golden2E01.stat	.9840
Golden2D06.stat	.9752
Golden2F03.stat	.9852
Golden5F11.stat	.9841
Golden5F12.stat	.9834
Golden5H08.stat	.9849
Golden5D11.stat	.9833
Golden4E12.stat	.0272
Golden5F09.stat	.9849
Golden5E11.stat	.9835
Golden5C12.stat	.9844
Golden5B12.stat	.9849
Golden5A08.stat	.9847
Golden5C07.stat	.9848
Golden1A02.stat	.9844
Golden5A11.stat	.9847
Golden5B09.stat	.9849
Golden1B01.stat	.9792
Golden1A05.stat	.9845
Golden1A04.stat	.9840
Golden1G04.stat	.9738
Golden1F02.stat	.9847
Golden1F03.stat	.9749
Golden1E02.stat	.9809
Golden1D06.stat	.9848
Golden1D04.stat	.9834
Golden4D12.stat	.9739
Golden4A12.stat	.9797
Golden4D09.stat	.9846
Golden4A09.stat	.9843
Golden4H07.stat	.9843
Golden4G09.stat	.9856
Golden4G12.stat	.0040
Golden4D08.stat	.9848
Golden4G08.stat	.9844
Golden2F06.stat	.9849
Golden4F11.stat	.9849
Golden4F10.stat	.9847
Golden4E08.stat	.9826
Golden4E07.stat	.9782
Golden4C07.stat	.9848
Golden4C09.stat	.9844
Golden4D07.stat	.9777
Golden4B07.stat	.9843
Golden3H02.stat	.9851
Golden2D05.stat	.9848
Golden2D02.stat	.9850
Golden2E04.stat	.9841
Golden2D03.stat	.9852
Golden2F04.stat	.9848
Golden3D03.stat	.9850
Golden2F05.stat	.9844
Golden2G05.stat	.9841
Golden2H05.stat	.9839
Golden2G02.stat	.9845
Golden2H04.stat	.9844
Golden2H01.stat	.9843
Golden2G06.stat	.9852
Golden2H02.stat	.9854
Golden4A07.stat	.9845
Golden3G01.stat	.9851
Golden3H01.stat	.9848
Golden4B11.stat	.9725
Golden3H06.stat	.9848
Golden2H06.stat	.9844
Golden2H03.stat	.9854
Golden2G04.stat	.9847
Golden2G03.stat	.9854
Golden2G01.stat	.9849
Golden2E03.stat	.9855
Golden2E06.stat	.9841
Golden2F02.stat	.9848
Golden2F01.stat	.9843
Golden2E05.stat	.9847
Golden2C04.stat	.9851
Golden2C06.stat	.9855
Golden2C03.stat	.9807
Golden2C01.stat	.9847
Golden2C02.stat	.9848
Golden2A05.stat	.9848
Golden2C05.stat	.9842
Golden2B06.stat	.9841
Golden2B04.stat	.9847
Golden2B01.stat	.9841
Golden2A06.stat	.9839
